idh,idp,top,cec,ca,mg,k,na,bsum_sisinta,bsum_calculada,bsat,bsum_diff
10531,2358,0,25.4,NA,NA,0.6,0.3,NA,0.8999999999999999,NA,NA
10530,2358,8,7,4.1,1.4,0.6,0.5,6.6,6.6,94,0
10529,2358,14,13.4,7.5,1.6,1.2,2.4,12.7,12.7,95,0
10528,2358,22,19.7,10.5,2.3,1.8,5.4,20,20,NA,0
10532,2359,0,28,16.6,7.5,0.5,0.3,24.9,24.900000000000002,84,-3.552713678800501e-15
10533,2359,10,28.3,15.3,6.9,0.4,1.3,23.9,23.900000000000002,84,-3.552713678800501e-15
10537,2360,0,7.7,3.8,1.9,0.4,0.1,6.2,6.2,80,0
10538,2360,10,8.5,3.9,1.6,0.1,0.1,5.7,5.7,67,0
10539,2360,18,23,16.8,2.9,0.8,0.2,20.7,20.7,90,0
10543,2361,0,15.9,10.5,2.9,0.2,0.4,14,14,88,0
10544,2361,17,15.5,10.8,2.3,0.1,0.4,13.6,13.600000000000001,88,-1.7763568394002505e-15
10550,2362,0,10.2,7.5,0.6,0.21,1,9.31,9.31,91,0
10551,2362,20,20,12.8,3.2,0.14,3.4,19.54,19.54,98,0
10555,2363,0,7.9,4.15,0.86,NA,NA,6.8,5.010000000000001,86,1.7899999999999991
10556,2363,5,9.9,6.42,1.61,NA,NA,9.68,8.03,97.7,1.6500000000000004
10557,2363,20,18,6.51,1.92,NA,NA,15.64,8.43,86.8,7.210000000000001
10561,2364,0,24.2,NA,NA,NA,NA,19.8,0,82,19.8
10562,2364,20,25.96,NA,NA,NA,NA,20.46,0,79,20.46
10568,2365,0,13.3,11.1,0.3,1.15,0.5,13.05,13.049999999999999,98,1.7763568394002505e-15
10569,2365,20,25.4,17.4,4.5,2.14,0.4,24.44,24.439999999999998,96,3.552713678800501e-15
10573,2366,0,8.2,3.6,0.4,0.23,0.3,4.53,4.53,55,0
10574,2366,20,3,0.6,0.9,0.11,0.3,1.91,1.91,64,0
10578,2367,0,2.3,2.3,0.2,0.23,0.9,3.63,3.63,100,0
10579,2367,20,4.6,3.4,0.3,0.36,0.3,4.36,4.359999999999999,95,8.881784197001252e-16
10584,2368,0,8,3.7,1.2,0.5,0.5,5.9,5.9,74,0
10586,2368,18,5.8,2.4,0.8,0.2,0.5,3.9,3.9,67,0
10592,2369,0,20.46,NA,NA,NA,NA,15.62,0,76,15.62
10593,2369,20,18.7,NA,NA,NA,NA,13.09,0,70,13.09
10600,2370,0,NA,4.78,0.49,NA,NA,NA,5.2700000000000005,NA,NA
10601,2370,17,NA,10.5,0.91,NA,NA,NA,11.41,NA,NA
10605,2371,0,4.9,3.2,0.9,0.42,0.2,4.72,4.720000000000001,96,-8.881784197001252e-16
10606,2371,13,5.4,4.1,0.3,0.32,0.2,4.92,4.92,91,0
10611,2372,0,2.1,1.1,0.1,0.1,0.1,1.4,1.4000000000000001,67,-2.220446049250313e-16
10612,2372,20,1.8,0.8,0.2,0.1,0.1,1.2,1.2000000000000002,67,-2.220446049250313e-16
10617,2373,0,2.1,1,0.7,0.25,0.3,2.25,2.25,100,0
10622,2374,0,2.2,0.1,0.1,0.05,0.3,0.35,0.55,16,-0.20000000000000007
10623,2374,19,1.2,0.1,0.1,0.05,0.4,0.45,0.65,37,-0.2
10637,2375,0,6,2.2,0.3,0.5,0.1,3.1,3.1,52,0
10636,2375,12,3,0.6,NA,0.2,0.1,0.9,0.9,30,0
10638,2376,0,7.8,4.4,0.8,1.1,0.3,6.6,6.6000000000000005,85,-8.881784197001252e-16
10639,2376,12,7.8,4,0.8,0.9,0.4,6.1,6.1,78,0
10644,2377,0,8.6,3,0.5,0.8,4.7,9,9,NA,0
10645,2377,7,20.2,NA,NA,1.4,8.7,NA,10.1,NA,NA
10646,2377,23,20.4,NA,NA,0.4,5.8,NA,6.2,NA,NA
10653,2378,0,1.1,0.8,0.1,0.07,0.1,1.07,1.07,97,0
10654,2379,0,4,2.4,0.2,0.2,0.2,3,3,75,0
10655,2379,12,3.8,1.8,0.1,0.1,0.2,2.2,2.2,58,0
10666,2380,0,7.2,5.6,0.7,0.36,0.2,6.86,6.859999999999999,NA,8.881784197001252e-16
10665,2380,12,6.2,5.1,1.2,0.27,0.4,6.97,6.97,NA,0
10672,2381,0,52,NA,NA,2.1,0.4,NA,2.5,NA,NA
10671,2381,13,35.1,NA,NA,0.8,0.6,NA,1.4,NA,NA
10678,2382,0,26,17.3,3.1,0.26,1,21.7,21.66,NA,0.03999999999999915
10677,2382,17,36.2,28,2,0.23,1.4,31.6,31.63,NA,-0.029999999999997584
10683,2383,0,11.32,3.6,1.4,0.29,0.71,5.8,6,51,-0.20000000000000018
10682,2383,16,10.93,5.2,1.8,0.21,2,9.21,9.21,84,0
10690,2384,0,17.6,11.5,2.9,0.79,1.6,16.79,16.79,NA,0
10689,2384,12,16.8,11,3.5,0.78,1.7,16.98,16.98,NA,0
10688,2384,22,19.1,14.7,2.7,0.67,1.5,19.57,19.57,NA,0
10697,2385,0,3,2.1,0.6,0.22,0.5,3.42,3.42,NA,0
10696,2385,17,9.6,2.9,0.8,0.15,0.5,4.35,4.35,NA,0
10704,2386,0,3.5,2,0.4,0.32,0.4,3.12,3.12,89.1,0
10703,2386,16,5.1,3.3,0.4,0.36,0.4,4.46,4.46,87.5,0
10709,2387,0,NA,NA,NA,NA,NA,NA,0,NA,NA
10708,2387,5,7.5,1.6,0.8,0.4,0.66,3.46,3.46,46.1,0
10711,2388,0,2,1.7,0.2,0.27,0.4,2.57,2.57,100,0
10712,2388,17,1.7,1.2,0.3,0.29,0.5,2.29,2.29,100,0
10724,2389,0,19,12.7,2.5,0.16,0.4,15.76,15.76,5,0
10723,2389,13,18,14.5,2.9,0.14,0.5,18.04,18.04,5,0
10722,2389,23,17.6,14.8,2.5,0.1,0.5,17.9,17.900000000000002,5,-3.552713678800501e-15
10731,2390,0,3.5,2,0.4,0.32,0.4,3.12,3.12,NA,0
10730,2390,16,5.1,3.3,0.4,0.36,0.4,4.46,4.46,NA,0
10738,2391,0,12.1,8.8,1.1,1.01,0.6,11.51,11.510000000000002,95.1,-1.7763568394002505e-15
10737,2391,10,12.1,10.2,1.2,0.79,0.6,12.79,12.79,100,0
10736,2391,24,13.4,10.5,1.1,0.58,0.6,12.78,12.78,95.4,0
10743,2392,0,3.93,0.8,0.1,0.04,0.07,1.01,1.01,26,0
10742,2392,18,2.94,0.8,0.2,0.03,0.07,1.1,1.1,37,0
10748,2393,0,14.9,7.6,2.8,0.74,0.7,11.84,11.84,79,0
10747,2393,16,17.12,9.2,2.8,0.58,0.68,13.26,13.26,77,0
10753,2394,0,1.91,0.7,0.1,0.05,0.1,0.95,0.95,50,0
10763,2395,0,1.44,0.8,0.2,0.17,0.1,1.24,1.27,86,-0.030000000000000027
10758,2396,0,11.32,3.4,1.4,0.8,1.2,6.8,6.8,60,0
10768,2397,0,17.14,8.9,2.1,0.15,1.35,12.5,12.5,73,0
10767,2397,20,16.97,9.2,2.8,0.11,1.7,13.81,13.809999999999999,81,1.7763568394002505e-15
10773,2398,0,9.87,2.6,1,0.07,0.28,3.95,3.95,40,0
10772,2398,15,11.64,5.8,1.2,0.06,0.78,7.84,7.84,67,0
10778,2399,0,14.9,8.6,1.6,0.13,0.85,11.18,11.18,75,0
10777,2399,19,19.4,12.5,1.9,0.1,1.3,15.8,15.8,81,0
10782,2400,0,9.89,2.3,0.7,0.07,0.3,3.37,3.3699999999999997,NA,4.440892098500626e-16
10781,2400,12,13.82,6.2,0.8,0.06,0.74,7.8,7.8,NA,0
10788,2401,0,25.3,20.6,2.5,0.52,0.5,23.62,24.12,93.3,-0.5
10787,2401,13,29,25.8,3.4,0.25,0.5,29.95,29.95,100,0
10795,2402,0,18.2,12.4,3,0.21,3.5,19.11,19.11,100,0
10794,2402,17,25,14.8,3.6,0.18,5.4,23.98,23.98,95.9,0
10796,2403,0,59,2,0.4,0.1,2.9,5.4,5.4,NA,0
10797,2403,5,59,4,0.8,0.17,7.4,12.37,12.370000000000001,NA,-1.7763568394002505e-15
10798,2403,16,96,3.1,0.7,0.43,22,26.23,26.23,NA,0
10809,2404,0,14.5,9.7,1.8,0.42,5.7,17.62,17.62,NA,0
10808,2404,15,14.9,NA,NA,0.45,8.6,NA,9.049999999999999,NA,NA
10815,2405,0,6.6,4,1.1,0.19,0.6,5.89,5.89,9,0
10814,2405,8,9,5.9,1.6,0.42,2.6,10.52,10.520000000000001,NA,-1.7763568394002505e-15
10820,2406,0,1.35,0.5,0.3,0.06,0.11,0.97,0.97,NA,0
10825,2407,0,10.89,2.2,1.1,0.15,0.38,3.83,3.83,35,0
10824,2407,10,13.18,5.6,1.8,0.13,1.17,8.7,8.7,66,0
10831,2408,0,1.1,0.6,0.2,0.05,0.09,0.94,0.94,85,0
10835,2409,0,11.65,4.3,1.2,0.57,0.28,5.85,6.35,50,-0.5
10834,2409,22,13.76,5.2,2,0.37,0.67,8.24,8.24,60,0
10840,2410,0,0.99,0.5,0.2,0.04,0.05,0.79,0.79,NA,0
10844,2411,0,2.49,0.4,0.2,0.08,0.13,0.81,0.81,NA,0
10843,2411,20,1.11,0.4,0.2,0.06,0.09,0.75,0.75,NA,0
10848,2412,0,3.2,0.8,0.2,0.03,0.09,1.12,1.12,35,0
10847,2412,21,1.38,0.6,0.2,0.02,0.08,0.9,0.9,68,0
10853,2413,0,11.21,8.8,1.3,0.15,0.24,10.49,10.49,94,0
10852,2413,19,12.79,7.6,3.4,0.27,0.88,12.15,12.15,95,0
10858,2414,0,7.23,2.9,0.7,0.3,0.41,4.31,4.31,59,0
10863,2415,0,5.29,0.8,0.5,0.05,0.06,1.41,1.4100000000000001,27,-2.220446049250313e-16
10862,2415,8,2.37,0.5,0.3,0.02,0.03,0.85,0.85,36,0
10861,2415,23,2.18,0.6,0.2,0.02,0.04,0.86,0.86,39,0
10868,2416,0,5.44,2.2,0.4,0.22,0.3,3.12,3.12,57,0
10867,2416,20,4.57,1.8,0.5,0.1,0.17,2.57,2.5700000000000003,56,-4.440892098500626e-16
10873,2417,0,3.98,0.8,0.3,0.13,0.19,1.42,1.42,36,0
10872,2417,20,3.54,0.9,0.4,0.09,0.11,1.5,1.5,42,0
10877,2418,0,3.3,1.1,0.3,0.14,0.2,1.74,1.7400000000000002,53,-2.220446049250313e-16
10884,2419,0,11.2,5.3,1.6,0.3,0.1,7.3,7.3,65,0
10883,2419,11,9.3,5.1,1,0.2,0.2,6.5,6.5,70,0
10890,2420,0,12.61,2.4,1.2,0.15,0.22,3.97,3.9699999999999998,31.48,4.440892098500626e-16
10889,2420,3,3.27,0.8,0.6,0.03,0.08,1.51,1.51,46.1,0
10888,2420,8,6.8,2.8,0.4,0.04,0.36,3.6,3.5999999999999996,52.95,4.440892098500626e-16
10887,2420,17,16.85,7,1.2,0.11,1.02,9.33,9.33,55.38,0
10891,2423,0,10.7,1.5,0.95,0.31,0.063,2.82,2.823,26.1,-0.0030000000000001137
10892,2423,13,8.3,0.2,0.15,0.06,0.1,0.51,0.51,6.5,0
10896,2424,0,9.06,3,0.45,0.16,0.036,3.65,3.646,40.3,0.0040000000000000036
10897,2424,16,11.47,5.4,0.35,0.04,0.063,5.85,5.853000000000001,51,-0.003000000000001002
10901,2425,0,10.22,5.2,1.2,0.37,0.81,7.58,7.58,74.16,0
10902,2425,16,15.72,5.6,1.2,0.27,0.81,7.88,7.88,50.12,0
10903,2425,20,18.53,8.4,3.4,0.31,1.38,13.49,13.49,72.8,0
10908,2426,0,27.6,19.7,3.4,0.68,0.145,23.9,23.925,86.6,-0.02500000000000213
10909,2426,13,25.6,16.3,3.4,0.44,0.136,20.3,20.276,79.3,0.02400000000000091
10911,2427,0,16.5,9.45,1.25,0.56,0.08,11.34,11.34,68.7,0
10912,2427,20,15.4,8,1.45,0.22,0.08,9.76,9.75,63.4,0.009999999999999787
10919,2428,0,7.85,2.4,0.8,0.15,0.17,3.55,3.52,45.22,0.029999999999999805
10918,2428,18,7.31,2.6,0.4,0.15,0.19,3.3,3.3400000000000003,45.77,-0.04000000000000048
10920,2429,0,35.4,3.25,0.22,3.41,0.69,31.96,7.57,90.4,24.39
10921,2429,20,32.9,2.6,0.26,3.44,0.14,29.5,6.44,89.6,23.06
10925,2430,0,14.8,8.25,1.15,0.1,0.068,9.57,9.568,64.7,0.002000000000000668
10926,2430,15,15.1,7.7,1.25,0.13,0.1,9.2,9.18,60.9,0.019999999999999574
10931,2431,0,2.72,1,0.2,0.06,0.1,1.36,1.36,50.03,0
10932,2431,15,7.03,2.6,0.4,0.07,0.12,3.19,3.19,45.38,0
10936,2432,0,36.1,27.9,2,0.21,0.18,30.3,30.29,84,0.010000000000001563
10937,2432,15,40.1,31.9,4.4,0.11,0.23,36.6,36.64,91.3,-0.03999999999999915
10941,2433,0,11.17,9.85,1.8,0.1,0.12,11.87,11.87,69,0
10947,2434,0,8.49,2.5,0.7,0.68,0.61,4.49,4.49,52.88,0
10948,2434,13,10.83,3.4,0.8,0.28,0.36,4.83,4.84,44.59,-0.009999999999999787
10953,2435,0,31.1,23.9,2.1,0.94,0.18,27.1,27.119999999999997,87.1,-0.01999999999999602
10954,2435,11,29.6,24.4,1.2,0.58,0.175,26.4,26.354999999999997,82.3,0.045000000000001705
10958,2436,0,17,10.2,0.88,0.125,0.13,11.3,11.334999999999999,66.4,-0.034999999999998366
10959,2436,20,23.2,12.7,4.8,0.087,0.33,18,17.916999999999998,77.7,0.08300000000000196
10963,2437,0,13.8,6.8,0.68,0.44,0.066,7.98,7.986,57.8,-0.005999999999999339
10964,2437,15,13.3,6.7,0.21,0.11,0.066,7.08,7.086,53.2,-0.006000000000000227
10972,2438,0,17.6,11.8,0.21,0.32,0.108,12.44,12.438,70.5,0.0019999999999988916
10973,2438,14,18.2,11.96,0.15,0.247,0.108,12.46,12.465000000000002,68.5,-0.005000000000000782
10971,2439,0,7.17,1.8,0.2,0.08,0.15,2.23,2.23,31.1,0
10970,2439,17,6.31,2.4,0.2,0.06,0.21,2.9,2.87,45.54,0.029999999999999805
10976,2440,0,16.8,8.94,1.67,0.1,0.1,10.8,10.809999999999999,64.2,-0.00999999999999801
10977,2440,7,15.8,7.15,0.31,0.14,0.09,5.69,7.69,58.2,-2
10978,2440,19,13.6,6.13,1.3,0.063,0.075,7.57,7.568,55.7,0.002000000000000668
10981,2441,0,2.81,0.4,0.2,0.08,0.08,0.8,0.76,28.46,0.040000000000000036
10982,2441,16,2.1,0.4,0.2,0.06,0.07,0.7,0.73,33.33,-0.030000000000000027
10980,2442,0,27,18.3,2.6,0.16,0.125,21.2,21.185000000000002,78.5,0.014999999999997016
10987,2442,13,23.5,14.77,2.54,0.246,0.142,17.7,17.698,79.3,0.0019999999999988916
10991,2443,0,15.2,8.7,1.1,0.09,0.072,9.96,9.962,65.5,-0.0019999999999988916
10992,2443,18,NA,NA,NA,NA,NA,NA,0,NA,NA
10993,2444,0,20.6,13,1.2,0.433,0.018,14.74,14.651,71.4,0.08900000000000041
11000,2445,0,14.19,6.75,1.45,0.33,0.1,8.63,8.63,61,0
11001,2445,8,14.26,7.05,1.25,0.14,0.12,8.46,8.56,59,-0.09999999999999964
11002,2445,17,NA,NA,NA,NA,NA,NA,0,NA,NA
11003,2446,0,36,26.55,5.25,0.5,0.26,32.6,32.56,90.5,0.03999999999999915
11004,2446,11,37.9,26.8,7.1,0.16,0.29,34.35,34.35,90.6,0
11008,2447,0,18.1,10.8,2.8,0.065,0.15,13.8,13.815000000000001,76.2,-0.015000000000000568
11014,2448,0,43.1,31.2,5.72,0.164,0.57,37.65,37.653999999999996,87.4,-0.003999999999997783
11015,2448,19,50.3,34.9,9.62,0.235,0.41,45.2,45.165,89.9,0.035000000000003695
11018,2449,0,22.1,12.3,3.7,0.25,0.12,16.37,16.37,NA,0
11019,2449,13,24.7,14.75,4.15,0.12,0.15,19.17,19.17,NA,0
11022,2450,0,25.1,17.26,1.46,0.55,0.14,19.4,19.41,NA,-0.010000000000001563
11023,2450,8,24.9,17.57,1.61,0.19,0.16,19.53,19.53,NA,0
11025,2451,0,8.69,3,0.74,0.11,0.12,3.94,3.97,45.33,-0.03000000000000025
11026,2451,15,10.18,4.73,1.02,0.09,0.11,5.92,5.95,58.15,-0.03000000000000025
11031,2452,0,1.99,0.6,0.2,0.02,0.04,0.86,0.86,43.21,0
11041,2453,0,2.69,0.8,0.2,0.11,0.12,1.2,1.23,44.61,-0.030000000000000027
11040,2453,18,2.04,0.6,0.2,0.06,0.05,0.9,0.91,44.11,-0.010000000000000009
11042,2454,0,3.85,1.8,0.2,0.17,0.18,2.35,2.35,61.03,0
11043,2454,15,2.21,0.6,0.2,0.23,0.24,1.27,1.27,57.46,0
11049,2455,0,8.78,3.2,0.4,0.16,0.47,4.23,4.23,48.17,0
11050,2455,4,10.62,6.2,2.6,0.06,1.76,10.62,10.620000000000001,100,-1.7763568394002505e-15
11051,2455,18,11.63,6.4,3,0.06,2.17,11.63,11.63,100,0
11055,2456,0,6.84,1.4,0.4,0.09,0.15,2.04,2.04,29.83,0
11056,2456,16,6.33,1.2,0.4,0.04,0.2,1.85,1.84,29.17,0.010000000000000009
11060,2457,0,9.45,3.6,0.4,0.18,0.22,4.4,4.4,46.56,0
11061,2457,17,8.62,4,0.4,0.09,0.17,4.66,4.66,54.01,0
11066,2458,0,3.86,1,0.2,0.07,0.06,1.38,1.33,35.75,0.04999999999999982
11067,2458,15,4.65,1.4,0.4,0.07,0.1,2,1.97,42.29,0.030000000000000027
11073,2459,0,8.84,2.2,0.4,0.06,0.11,2.8,2.77,31.37,0.029999999999999805
11074,2459,16,7.5,2.6,0.2,0.05,0.2,3.1,3.0500000000000003,40.67,0.04999999999999982
11079,2460,0,7.59,2.2,0.4,0.07,0.13,2.8,2.8000000000000003,36.9,-4.440892098500626e-16
11083,2461,0,7.66,3,1,0.08,0.22,4.3,4.3,56.14,0
11084,2461,18,11.32,6.5,1.1,0.18,0.34,8.12,8.120000000000001,71.73,-1.7763568394002505e-15
11089,2462,0,10.24,2.2,0.4,0.26,0.34,3.2,3.2,31.25,0
11090,2462,13,4.46,1.8,0.2,0.07,0.15,2.22,2.22,49.77,0
11091,2462,23,17.35,7.4,0.8,0.31,0.6,9.11,9.110000000000001,52.5,-1.7763568394002505e-15
11095,2463,0,4.1,1.4,1,0.1,0.2,2.7,2.6999999999999997,66,4.440892098500626e-16
11096,2463,10,4.4,1.6,1.2,0.1,0.3,3.2,3.2,73,0
11102,2464,0,8.2,3.8,0.8,0.2,0.2,5,5,61,0
11103,2464,8,8.2,4.2,1.2,0.1,0.3,5.8,5.8,72,0
11104,2464,20,9.5,5.3,1.2,0.2,0.2,6.9,6.8999999999999995,73,8.881784197001252e-16
11109,2465,0,17.2,10.4,2.1,0.6,0.1,13.2,13.200000000000001,77,-1.7763568394002505e-15
11110,2465,10,11.8,6.9,1.4,0.4,0.1,8.8,8.8,75,0
11121,2466,0,3.6,3,0.1,0.34,0.6,4.04,4.04,NA,0
11122,2466,15,5.7,3.9,0.4,0.21,0.5,5.01,5.01,NA,0
11116,2467,0,NA,NA,NA,NA,NA,NA,0,NA,NA
11117,2467,21,NA,NA,NA,NA,NA,NA,0,NA,NA
11130,2468,0,14.5,6.9,1.4,0.5,0.3,9.1,9.1,63,0
11131,2468,8,18.2,11.7,2.7,0.5,0.5,15.4,15.399999999999999,85,1.7763568394002505e-15
11132,2468,19,19,12,2.9,0.6,0.6,16.1,16.1,85,0
11138,2469,0,10.1,5.9,1.5,0.3,0.1,7.7,7.800000000000001,76,-0.10000000000000053
11139,2469,12,8.8,4.6,1.7,0.3,0.1,6.7,6.699999999999999,76,8.881784197001252e-16
11145,2470,0,265,NA,NA,0.7,0.4,NA,1.1,NA,NA
11146,2470,10,28.2,NA,NA,0.5,0.8,NA,1.3,NA,NA
11153,2471,0,8.61,2.5,0.5,0.06,0.19,3.25,3.25,38,0
11154,2471,20,12.97,5.9,1.5,0.12,0.53,8.05,8.05,62,0
11158,2472,0,NA,NA,NA,NA,NA,NA,0,NA,NA
11159,2473,0,7.22,2.5,0.6,0.56,0.48,4.14,4.14,57,0
11160,2473,13,5.26,3.1,1.5,0.15,0.19,4.94,4.94,94,0
11164,2474,0,8.42,1.9,0.6,0.16,0.12,2.78,2.78,33,0
11165,2474,21,9.89,3.4,0.6,0.14,0.15,4.29,4.29,43,0
11169,2475,0,3.34,1,0.5,0.13,0.19,1.82,1.82,54,0
11174,2476,0,5.08,1.6,0.3,0.19,0.19,2.28,2.2800000000000002,NA,-4.440892098500626e-16
11179,2477,0,1.98,0.3,0.1,0.04,0.04,0.48,0.48,24.2,0
11180,2477,19,1.14,0.7,0.2,0.02,0.02,0.94,0.94,82.4,0
11184,2478,0,9.3,5,0.6,0.3,0.1,6,6,65,0
11185,2478,11,10.4,5.6,0.9,0.2,0.1,6.8,6.8,65,0
11191,2479,0,4.2,1,0.2,0.2,0.3,1.7,1.7,40,0
11192,2479,22,3.9,1.2,0.3,0.1,0.2,1.8,1.8,46,0
11200,2480,0,4.5,2,0.4,0.2,0.4,3,3,67,0
11201,2480,8,4.3,1.7,0.4,0.1,0.1,2.3,2.3,53,0
11202,2480,21,3.8,1.8,0.4,0.1,0.1,2.4,2.4,63,0
11208,2481,0,5.4,2.5,0.7,0.2,0.1,3.5,3.5,65,0
11209,2481,15,3.5,1.4,0.8,0.2,0.1,2.5,2.5,71,0
11216,2482,0,2.08,0.7,0.5,0.04,0.04,1.28,1.28,62,0
11221,2483,0,6.15,1.9,0.4,0.08,0.09,2.47,2.4699999999999998,40,4.440892098500626e-16
11222,2483,22,13.52,5.7,1.5,0.1,0.18,7.48,7.48,55,0
11226,2484,0,3.8,1.4,0.8,0.2,0.1,2.5,2.5,66,0
11227,2484,15,3.4,1.4,0.5,0.1,0.1,2.1,2.1,62,0
11234,2485,0,5.07,1.3,0.6,0.15,0.14,2.19,2.19,NA,0
11235,2485,24,5.04,1,0.5,0.21,0.21,1.92,1.92,NA,0
11239,2486,0,3.2,1.6,0.4,0.1,0.1,2.2,2.2,69,0
11240,2486,17,2.6,1.2,0.4,0.1,0.1,1.8,1.8,69,0
11247,2487,0,7,2.2,1.6,0.2,0.1,4.1,4.1000000000000005,59,-8.881784197001252e-16
11248,2487,15,7,3.8,1.4,0.1,0.1,5.4,5.3999999999999995,77,8.881784197001252e-16
11254,2488,0,3.6,1.3,0.7,0.1,0.1,2.2,2.2,61,0
11255,2488,23,3.4,1.3,0.7,0.1,0.1,2.1,2.2,62,-0.10000000000000009
11261,2489,0,4.8,2.6,0.6,0.2,0.1,3.5,3.5,73,0
11262,2489,9,3,1.2,0.4,0.1,0.1,1.8,1.8,60,0
11268,2490,0,10.7,5.8,1.2,0.5,0.2,7.7,7.7,72,0
11269,2490,17,11.3,6.9,1.2,0.6,0.4,9.1,9.1,80,0
11274,2491,0,7,3.6,0.8,0.3,0.4,5.2,5.1000000000000005,73,0.09999999999999964
11275,2491,20,7,4,0.8,0.2,0.3,5.3,5.3,76,0
11284,2492,0,4.2,1.8,0.2,0.2,0.1,2.3,2.3000000000000003,55,-4.440892098500626e-16
11285,2492,19,3.8,1.2,0.1,0.3,0.2,1.8,1.8,47,0
11290,2493,0,4.39,1,0.5,0.05,0.04,1.59,1.59,NA,0
11291,2493,23,4.31,0.8,0.5,0.04,0.01,1.35,1.35,NA,0
11294,2494,0,10.5,2.2,1.6,0.13,0.49,4.42,4.42,42,0
11295,2494,13,13.41,5.5,3.2,0.22,2.1,10.92,11.02,85,-0.09999999999999964
11298,2495,0,7.74,1.9,1.4,0.13,0.15,3.58,3.5799999999999996,NA,4.440892098500626e-16
11299,2495,13,4.27,1,0.2,0.13,0.14,1.47,1.47,NA,0
11303,2496,0,3.48,0.6,0.5,0.46,0.12,1.68,1.68,48.3,0
11304,2496,22,1.65,0.3,0.2,0.22,0.17,0.89,0.89,53.9,0
11306,2497,0,3.11,0.7,0.5,0.18,0.17,1.55,1.55,49.8,0
11307,2497,16,3.73,1.1,0.4,0.13,0.14,1.77,1.77,47.4,0
11312,2498,0,1.66,0.4,0.4,0.04,0.02,0.86,0.8600000000000001,52,-1.1102230246251565e-16
11317,2499,0,7.2,3.8,0.6,1.7,0.1,6.2,6.2,NA,0
11318,2499,20,7.3,4.6,0.7,1.5,0.04,6.8,6.84,NA,-0.040000000000000036
11319,2499,20,6.7,5.4,0.7,0.4,0.1,6.6,6.6000000000000005,NA,-8.881784197001252e-16
11320,2500,0,14.5,6.8,1.5,1.9,0.7,10.9,10.9,NA,0
11321,2500,12,14.2,8.4,0.5,1.9,0.3,11.1,11.1,NA,0
11332,2500,22,13.5,7.9,1.5,1.6,0.5,11.5,11.5,NA,0
11322,2501,0,3.5,0.7,0.8,0.14,0.14,1.78,1.78,50.8,0
11323,2501,17,3.05,0.9,0.3,0.11,0.14,1.45,1.45,47.5,0
11327,2502,0,NA,7.6,2.3,0.17,0.37,NA,10.44,NA,NA
11337,2503,0,15.7,12.9,0.4,2,0.4,15.7,15.700000000000001,NA,-1.7763568394002505e-15
11338,2503,20,24.4,17.4,1,1.5,3.5,24.4,23.4,NA,1
11341,2504,0,18,11.2,3.8,2.1,1.1,18.2,18.2,NA,0
11342,2504,10,19.6,NA,NA,NA,NA,NA,0,NA,NA
11346,2505,0,7,3,0.5,1.7,0.2,5.4,5.4,NA,0
11347,2505,11,10.1,6.1,0.7,1.7,0.1,8.6,8.6,NA,0
11348,2505,22,16.9,12,1.9,1.7,0.8,16.4,16.4,NA,0
11351,2506,0,7.17,1.2,1,0.26,0.28,2.74,2.74,38,0
11352,2506,24,5.96,0.8,0.2,0.07,0.09,1.16,1.1600000000000001,19,-2.220446049250313e-16
11356,2507,0,4.19,1,0.2,0.13,0.06,1.39,1.3900000000000001,33,-2.220446049250313e-16
11357,2507,15,5.95,1.6,0.9,0.21,0.16,2.87,2.87,48,0
11361,2508,0,6.21,3.2,1.8,0.2,1.01,6.21,6.21,13.41,0
11362,2508,8,7.64,3.2,2.1,0.18,2.16,7.64,7.640000000000001,7.64,-8.881784197001252e-16
11363,2508,22,6.65,2.1,1.3,0.23,3.02,6.65,6.65,6.65,0
11366,2509,0,13,6.5,1.6,0.7,0.2,9,9,69,0
11367,2509,10,11.2,5.4,1,0.3,0.3,7,7,63,0
11368,2509,23,19.6,11.8,1.8,0.3,1.3,15.2,15.200000000000001,78,-1.7763568394002505e-15
11372,2510,0,NA,4.6,2,0.2,0.23,NA,7.029999999999999,NA,NA
11373,2510,18,NA,2,0.6,0.6,0.11,NA,3.31,NA,NA
11377,2512,0,23.8,17.8,1.7,NA,0.4,21.9,19.900000000000002,NA,1.9999999999999964
11379,2512,15,23.2,NA,NA,NA,0.4,NA,0.4,NA,NA
11381,2513,0,19.6,10.6,3.3,2.5,0.5,16.9,16.9,NA,0
11382,2513,10,16,9,3,1.7,1.5,15.2,15.2,NA,0
11383,2513,18,26.3,13.1,5.2,3.5,4.7,26.8,26.5,NA,0.3000000000000007
11386,2514,0,15.3,9.4,1.7,2.6,0.1,13.8,13.8,NA,0
11387,2514,22,15.7,10.2,2,1.9,0.2,14.3,14.299999999999999,NA,1.7763568394002505e-15
11390,2515,0,22.7,12.3,5.2,2.4,0.4,20.3,20.3,NA,0
11391,2515,10,17.2,9.8,3,1.6,0.5,14.9,14.9,NA,0
11400,2516,0,19.8,13.9,0.4,3.3,0.6,18.2,18.2,NA,0
11401,2516,20,20.2,15.2,0.7,2.9,0.5,19.3,19.3,NA,0
11404,2517,0,15.1,11.6,1.2,1.1,0.4,14.3,14.299999999999999,NA,1.7763568394002505e-15
11405,2517,10,NA,NA,NA,NA,NA,NA,0,NA,NA
